2015-11-16;         47;Alcatel                                           ;Smarthphones y Masivos;               79;           0;                 0;               0;          79;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;ALC 1030                                          
2015-11-22;         47;Samsung                                           ;iPhone y Premium      ;              663;        1719;               173;            1892;        2555;27,6                ;37,3                ;           5;         479;          7;Terminales                                        ;SAM GLXY S6                                       
2015-11-22;         47;Samsung                                           ;iPhone y Premium      ;              854;        1192;                52;            1244;        2098;31,0                ;52,3                ;           4;         281;          7;Terminales                                        ;SAM GLXY S6 EDGE                                  
2015-11-22;         47;Samsung                                           ;iPhone y Premium      ;              424;         494;               134;             628;        1052;36,9                ;61,9                ;           0;         119;          7;Terminales                                        ;SAM GLXY S6 EDGE PLUS                             
2015-11-22;         47;Samsung                                           ;iPhone y Premium      ;                0;           8;                 0;               8;           8;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM I9100                                         
2015-11-22;         47;Samsung                                           ;iPhone y Premium      ;                9;          20;                 2;              22;          31;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM I9195                                         
2015-11-22;         47;Samsung                                           ;iPhone y Premium      ;                0;           2;                 0;               2;           2;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM I9250                                         
2015-11-22;         47;Samsung                                           ;iPhone y Premium      ;                4;          12;                 0;              12;          16;8,4                 ;11,2                ;           0;          10;          7;Terminales                                        ;SAM Note 3 Neo                                    
2015-11-22;         47;Samsung                                           ;iPhone y Premium      ;              227;         189;                 2;             191;         418;74,3                ;162,6               ;           0;          18;          7;Terminales                                        ;SAM Note IV                                       
2015-11-22;         47;Samsung                                           ;iPhone y Premium      ;                0;           2;                 0;               2;           2;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM Note N7000                                    
2015-11-22;         47;Samsung                                           ;iPhone y Premium      ;                1;           3;                 1;               4;           5;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM Note N9005                                    
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM C276                                          
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                1;           5;                 0;               5;           6;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM C3300                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                2;           3;                 0;               3;           5;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM C3310                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM C3510                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                0;           3;                 0;               3;           3;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM C3520                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;               27;           0;                 0;               0;          27;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM E1205                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                2;           0;                 0;               0;           2;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM E2121                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;               16;           0;                 0;               0;          16;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM E2230                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                2;           0;                 0;               0;           2;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM E3210                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                2;           0;                 0;               0;           2;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM E3300                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;              108;           0;                 0;               0;         108;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM Gear S R750                                   
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;              107;         170;                 1;             171;         278;119,7               ;194,6               ;           0;          10;          7;Terminales                                        ;SAM GLXY A5                                       
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;             3193;           0;                 0;               0;        3193;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM GLXY Ace 4                                    
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;              357;         467;                 2;             469;         826;93,8                ;165,2               ;           0;          35;          7;Terminales                                        ;SAM GLXY Ace 4 Lite                               
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;             4264;        2225;              1801;            4026;        8290;49,3                ;101,5               ;           1;         572;          7;Terminales                                        ;SAM GLXY Ace 4 Neo                                
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;              269;          96;                 2;              98;         367;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM GLXY Core 2                                   
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;              245;        1814;                 0;            1814;        2059;668,3               ;758,6               ;           0;          19;          7;Terminales                                        ;SAM GLXY Core Prime                               
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;              606;        1536;                32;            1568;        2174;498,9               ;691,7               ;           1;          22;          7;Terminales                                        ;SAM GLXY Grand Prime LTE                          
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;             2915;        6303;              1989;            8292;       11207;20,4                ;27,6                ;          45;        2844;          7;Terminales                                        ;SAM GLXY J1                                       
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;            10505;        8758;              3913;           12671;       23176;15,4                ;28,3                ;          76;        5741;          7;Terminales                                        ;SAM GLXY J5                                       
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;             2563;        2283;               198;            2481;        5044;92,9                ;188,8               ;           9;         187;          7;Terminales                                        ;SAM GLXY J7                                       
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                2;           4;                 1;               5;           7;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM i8190                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                3;           0;                 0;               0;           3;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM I8260                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;               95;         126;                 4;             130;         225;130,0               ;225,0               ;           0;           7;          7;Terminales                                        ;SAM I8550                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM i9070                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;              249;          21;                 1;              22;         271;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM I9080                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;               32;          18;                 1;              19;          51;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM I9300                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                1;           3;                 0;               3;           4;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM M3710                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                0;           2;                 0;               2;           2;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM S3770                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM S5230                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;              267;         322;                 1;             323;         590;141,3               ;258,1               ;           0;          16;          7;Terminales                                        ;SAM S5310                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                0;          14;                 1;              15;          15;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM S5360                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                7;           0;                 0;               0;           7;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM S5560                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                0;           1;                 0;               1;           1;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM S5570                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                1;           3;                 1;               4;           5;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM S5830                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;               10;           0;                 0;               0;          10;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM S6010                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;               49;          34;                 1;              35;          84;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM S6310                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM S6500                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;               71;          10;                 0;              10;          81;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM S6810E                                        
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;                4;          13;                 1;              14;          18;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM S7500                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;               23;          16;                 1;              17;          40;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM S7560                                         
2015-11-22;         47;Samsung                                           ;Smarthphones y Masivos;              195;          28;                 1;              29;         224;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;SAM S7580                                         
2015-11-23;         48;Samsung                                           ;iPhone y Premium      ;               37;          44;                 0;              44;          81;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM GLXY Alpha                                    
2015-11-23;         48;Samsung                                           ;iPhone y Premium      ;               30;          42;                 2;              44;          74;44,0                ;74,0                ;           1;           1;          1;Terminales                                        ;SAM GLXY S4                                       
2015-11-23;         48;Samsung                                           ;iPhone y Premium      ;               57;          98;                17;             115;         172;6,8                 ;10,1                ;          17;          17;          1;Terminales                                        ;SAM GLXY S5                                       
2015-11-23;         48;Samsung                                           ;iPhone y Premium      ;             1166;        1703;               125;            1828;        2994;30,5                ;49,9                ;          60;          60;          1;Terminales                                        ;SAM GLXY S6                                       
2015-11-23;         48;Samsung                                           ;iPhone y Premium      ;              527;        1151;               369;            1520;        2047;28,1                ;37,9                ;          54;          54;          1;Terminales                                        ;SAM GLXY S6 EDGE                                  
2015-11-23;         48;Samsung                                           ;iPhone y Premium      ;              424;         479;               104;             583;        1007;13,6                ;23,4                ;          43;          43;          1;Terminales                                        ;SAM GLXY S6 EDGE PLUS                             
2015-11-23;         48;Samsung                                           ;iPhone y Premium      ;                0;           8;                 0;               8;           8;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM I9100                                         
2015-11-23;         48;Samsung                                           ;iPhone y Premium      ;                9;          20;                 2;              22;          31;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM I9195                                         
2015-11-23;         48;Samsung                                           ;iPhone y Premium      ;                0;           2;                 0;               2;           2;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM I9250                                         
2015-11-23;         48;Samsung                                           ;iPhone y Premium      ;               10;          12;                 0;              12;          22;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM Note 3 Neo                                    
2015-11-23;         48;Samsung                                           ;iPhone y Premium      ;              237;         186;                 3;             189;         426;94,5                ;213,0               ;           2;           2;          1;Terminales                                        ;SAM Note IV                                       
2015-11-23;         48;Samsung                                           ;iPhone y Premium      ;                0;           2;                 0;               2;           2;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM Note N7000                                    
2015-11-23;         48;Samsung                                           ;iPhone y Premium      ;                1;           3;                 1;               4;           5;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM Note N9005                                    
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM C276                                          
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                1;           5;                 0;               5;           6;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM C3300                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                2;           3;                 0;               3;           5;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM C3310                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM C3510                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                0;           3;                 0;               3;           3;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM C3520                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;               27;           0;                 0;               0;          27;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM E1205                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                2;           0;                 0;               0;           2;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM E2121                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;               16;           0;                 0;               0;          16;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM E2230                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                2;           0;                 0;               0;           2;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM E3210                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                2;           0;                 0;               0;           2;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM E3300                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;              108;           0;                 0;               0;         108;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM Gear S R750                                   
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;              111;         170;                 1;             171;         282;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM GLXY A5                                       
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;             3193;           0;                 0;               0;        3193;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM GLXY Ace 4                                    
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;              383;         463;                 2;             465;         848;116,3               ;212,0               ;           4;           4;          1;Terminales                                        ;SAM GLXY Ace 4 Lite                               
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;             4309;        2758;              1137;            3895;        8204;25,6                ;54,0                ;         152;         152;          1;Terminales                                        ;SAM GLXY Ace 4 Neo                                
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;              274;          96;                 2;              98;         372;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM GLXY Core 2                                   
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;              265;        1815;                 0;            1815;        2080;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM GLXY Core Prime                               
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;              663;        1525;                40;            1565;        2228;391,3               ;557,0               ;           4;           4;          1;Terminales                                        ;SAM GLXY Grand Prime LTE                          
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;             2518;        6498;              1668;            8166;       10684;15,6                ;20,5                ;         522;         522;          1;Terminales                                        ;SAM GLXY J1                                       
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;             9568;        9380;              3103;           12483;       22051;11,1                ;19,5                ;        1129;        1129;          1;Terminales                                        ;SAM GLXY J5                                       
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;             2553;        2346;                78;            2424;        4977;36,7                ;75,4                ;          66;          66;          1;Terminales                                        ;SAM GLXY J7                                       
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                2;           4;                 1;               5;           7;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM i8190                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                3;           0;                 0;               0;           3;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM I8260                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;               95;         123;                 4;             127;         222;42,3                ;74,0                ;           3;           3;          1;Terminales                                        ;SAM I8550                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM i9070                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;              249;          21;                 1;              22;         271;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM I9080                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;               32;          19;                 0;              19;          51;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM I9300                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                1;           3;                 0;               3;           4;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM M3710                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                0;           2;                 0;               2;           2;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM S3770                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM S5230                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;              307;         321;                 0;             321;         628;160,5               ;314,0               ;           2;           2;          1;Terminales                                        ;SAM S5310                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                0;          14;                 1;              15;          15;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM S5360                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                7;           0;                 0;               0;           7;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM S5560                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                0;           1;                 0;               1;           1;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM S5570                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                3;           3;                 1;               4;           7;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM S5830                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;               10;           0;                 0;               0;          10;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM S6010                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;               55;          34;                 1;              35;          90;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM S6310                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM S6500                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;               71;          10;                 0;              10;          81;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM S6810E                                        
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;                4;          13;                 1;              14;          18;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM S7500                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;               30;          16;                 1;              17;          47;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM S7560                                         
2015-11-23;         48;Samsung                                           ;Smarthphones y Masivos;              197;          28;                 1;              29;         226;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;SAM S7580                                         
2015-11-24;         48;Samsung                                           ;iPhone y Premium      ;               37;          48;                 0;              48;          85;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;SAM GLXY Alpha                                    
2015-11-24;         48;Samsung                                           ;iPhone y Premium      ;               30;          42;                 2;              44;          74;88,0                ;148,0               ;           0;           1;          2;Terminales                                        ;SAM GLXY S4                                       
2015-11-24;         48;Samsung                                           ;iPhone y Premium      ;               57;          98;                17;             115;         172;7,9                 ;11,9                ;          12;          29;          2;Terminales                                        ;SAM GLXY S5                                       
2015-11-24;         48;Samsung                                           ;iPhone y Premium      ;              966;        1731;               114;            1845;        2811;25,6                ;39,0                ;          84;         144;          2;Terminales                                        ;SAM GLXY S6                                       
2015-11-24;         48;Samsung                                           ;iPhone y Premium      ;              509;        1171;               317;            1488;        1997;29,5                ;39,5                ;          47;         101;          2;Terminales                                        ;SAM GLXY S6 EDGE                                  
2015-11-24;         48;Samsung                                           ;iPhone y Premium      ;              377;         543;                53;             596;         973;15,7                ;25,6                ;          33;          76;          2;Terminales                                        ;SAM GLXY S6 EDGE PLUS                             
2015-11-24;         48;Samsung                                           ;iPhone y Premium      ;                0;           8;                 0;               8;           8;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;SAM I9100                                         
2015-11-24;         48;Samsung                                           ;iPhone y Premium      ;                9;          20;                 2;              22;          31;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;SAM I9195                                         
2015-11-24;         48;Samsung                                           ;iPhone y Premium      ;                0;           2;                 0;               2;           2;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;SAM I9250                                         
2015-11-24;         48;Samsung                                           ;iPhone y Premium      ;               10;          12;                 0;              12;          22;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;SAM Note 3 Neo                                    
2015-11-24;         48;Samsung                                           ;iPhone y Premium      ;              230;         187;                 7;             194;         424;77,6                ;169,6               ;           3;           5;          2;Terminales                                        ;SAM Note IV                                       
2015-11-24;         48;Samsung                                           ;iPhone y Premium      ;                0;           2;                 0;               2;           2;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;SAM Note N7000                                    
2015-11-24;         48;Samsung                                           ;iPhone y Premium      ;                1;           3;                 1;               4;           5;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;SAM Note N9005                                    
2015-11-24;         48;Samsung                                           ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;SAM C276                                          
2015-11-24;         48;Samsung                                           ;Smarthphones y Masivos;                1;           5;                 0;               5;           6;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;SAM C3300                                         
2015-11-24;         48;Samsung                                           ;Smarthphones y Masivos;                2;           3;                 0;               3;           5;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;SAM C3310                                         
2015-11-24;         48;Samsung                                           ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;SAM C3510                                         
2015-11-24;         48;Samsung                                           ;Smarthphones y Masivos;                0;           3;                 0;               3;           3;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;SAM C3520                                         
